WAFERID,LOTID,WAFERNO,LOTTYPE,EVENTTIME,MATERIALID,SLOTNO,NETDIE,PRODCTGROUP,CATEGORY,EQPNAME,COMMENT,BINTOTAL,BIN00,BIN01,BIN02,BIN03,BIN04,BIN05,BIN06,BIN07,BIN08,BIN09,BIN10,BIN11,BIN12,BIN13,BIN14,BIN15,BIN16,BIN17,BIN18,BIN19,BIN20,BIN21,BIN22,BIN23,BIN24,BIN25,BIN26,BIN27,BIN28,BIN29,BIN30
NBGBE0D67,NBGBE0D60,A1DCBM,B,2022-02-25 01:40:52,SX897BH30F03,3,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4119,5,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D68,NBGBE0D60,A1DCBN,B,2022-02-25 01:40:52,SX897BH30F03,7,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4116,4,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D69,NBGBE0D60,A1DCBO,B,2022-02-25 01:40:52,SX897BH30F03,12,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4143,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6A,NBGBE0D60,A1DCBP,B,2022-02-25 01:40:52,SX897BH30F03,22,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4095,10,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6B,NBGBE0D60,A1DCBQ,B,2022-02-25 01:40:52,SX897BH30F03,17,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,3991,3,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6C,NBGBE0D60,A1DCBR,B,2022-02-25 01:40:52,SX897BH30F03,2,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4084,2,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6D,NBGBE0D60,A1DCBS,B,2022-02-25 01:40:52,SX897BH30F03,4,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4077,7,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6E,NBGBE0D60,A1DCBT,B,2022-02-25 01:40:52,SX897BH30F03,5,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4117,2,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6F,NBGBE0D60,A1DCBU,B,2022-02-25 01:40:52,SX897BH30F03,9,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4091,1,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6G,NBGBE0D60,A1DCBV,B,2022-02-25 01:40:52,SX897BH30F03,10,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4090,2,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6H,NBGBE0D60,A1DCBW,B,2022-02-25 01:40:52,SX897BH30F03,19,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4123,2,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6I,NBGBE0D60,A1DCBX,B,2022-02-25 01:40:52,SX897BH30F03,16,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4135,3,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6J,NBGBE0D60,A1DCBY,B,2022-02-25 01:40:52,SX897BH30F03,14,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4148,23,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6K,NBGBE0D60,A1DCBZ,B,2022-02-25 01:40:52,SX897BH30F03,8,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4123,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6L,NBGBE0D60,A1DCC0,B,2022-02-25 01:40:52,SX897BH30F03,13,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4121,3,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6M,NBGBE0D60,A1DCC1,B,2022-02-25 01:40:52,SX897BH30F03,18,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4122,6,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6N,NBGBE0D60,A1DCC2,B,2022-02-25 01:40:52,SX897BH30F03,24,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4117,6,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBE0D6O,NBGBE0D60,A1DCC3,B,2022-02-25 01:40:52,SX897BH30F03,6,4082,TC-CSP,TC_DPX,외관검사기#8,진행,4298,4084,7,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0461,NBGBI0460,A1DESG,B,2022-02-25 02:18:28,SX897BH30F02,2,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4169,7,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0462,NBGBI0460,A1DESH,B,2022-02-25 02:18:28,SX897BH30F02,1,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4139,3,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0463,NBGBI0460,A1DESI,B,2022-02-25 02:18:28,SX897BH30F02,3,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4157,6,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0464,NBGBI0460,A1DESJ,B,2022-02-25 02:18:28,SX897BH30F02,4,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4185,2,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0465,NBGBI0460,A1DESK,B,2022-02-25 02:18:28,SX897BH30F02,5,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4169,4,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0466,NBGBI0460,A1DESL,B,2022-02-25 02:18:28,SX897BH30F02,6,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4178,2,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0467,NBGBI0460,A1DESM,B,2022-02-25 02:18:28,SX897BH30F02,7,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4161,3,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0468,NBGBI0460,A1DESN,B,2022-02-25 02:18:28,SX897BH30F02,8,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4200,2,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI0469,NBGBI0460,A1DESO,B,2022-02-25 02:18:28,SX897BH30F02,9,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4156,4,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046A,NBGBI0460,A1DESP,B,2022-02-25 02:18:28,SX897BH30F02,10,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4187,5,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046B,NBGBI0460,A1DESQ,B,2022-02-25 02:18:28,SX897BH30F02,11,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4173,5,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046C,NBGBI0460,A1DESR,B,2022-02-25 02:18:28,SX897BH30F02,12,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4206,3,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046D,NBGBI0460,A1DESS,B,2022-02-25 02:18:28,SX897BH30F02,13,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4180,3,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046E,NBGBI0460,A1DEST,B,2022-02-25 02:18:28,SX897BH30F02,14,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4146,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046F,NBGBI0460,A1DESU,B,2022-02-25 02:18:28,SX897BH30F02,15,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4173,6,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046G,NBGBI0460,A1DESV,B,2022-02-25 02:18:28,SX897BH30F02,16,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4179,3,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046H,NBGBI0460,A1DESW,B,2022-02-25 02:18:28,SX897BH30F02,17,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4183,2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046I,NBGBI0460,A1DESX,B,2022-02-25 02:18:28,SX897BH30F02,18,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4200,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046J,NBGBI0460,A1DESY,B,2022-02-25 02:18:28,SX897BH30F02,19,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4180,3,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046K,NBGBI0460,A1DESZ,B,2022-02-25 02:18:28,SX897BH30F02,20,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4183,3,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046L,NBGBI0460,A1DET0,B,2022-02-25 02:18:28,SX897BH30F02,21,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4183,3,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046M,NBGBI0460,A1DET1,B,2022-02-25 02:18:28,SX897BH30F02,22,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4194,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046N,NBGBI0460,A1DET2,B,2022-02-25 02:18:28,SX897BH30F02,23,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4193,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBI046O,NBGBI0460,A1DET3,B,2022-02-25 02:18:28,SX897BH30F02,24,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4174,4,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D41,NAGBJ0D40,B1JKW9,A,2022-02-25 04:04:35,SR806DX20F05,12,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,7986,41,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D42,NAGBJ0D40,B1JKWA,A,2022-02-25 04:04:35,SR806DX20F05,13,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8043,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D43,NAGBJ0D40,B1JKWB,A,2022-02-25 04:04:35,SR806DX20F05,8,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8025,6,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D44,NAGBJ0D40,B1JKWC,A,2022-02-25 04:04:35,SR806DX20F05,21,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8033,8,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D45,NAGBJ0D40,B1JKWD,A,2022-02-25 04:04:35,SR806DX20F05,2,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8033,8,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D46,NAGBJ0D40,B1JKWE,A,2022-02-25 04:04:35,SR806DX20F05,15,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8039,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D47,NAGBJ0D40,B1JKWF,A,2022-02-25 04:04:35,SR806DX20F05,14,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8044,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D48,NAGBJ0D40,B1JKWG,A,2022-02-25 04:04:35,SR806DX20F05,10,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8047,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D49,NAGBJ0D40,B1JKWH,A,2022-02-25 04:04:35,SR806DX20F05,9,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8038,4,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4A,NAGBJ0D40,B1JKWI,A,2022-02-25 04:04:35,SR806DX20F05,5,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8029,3,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4B,NAGBJ0D40,B1JKWJ,A,2022-02-25 04:04:35,SR806DX20F05,22,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8044,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4C,NAGBJ0D40,B1JKWK,A,2022-02-25 04:04:35,SR806DX20F05,1,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8036,3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4D,NAGBJ0D40,B1JKWL,A,2022-02-25 04:04:35,SR806DX20F05,20,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8053,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4E,NAGBJ0D40,B1JKWM,A,2022-02-25 04:04:35,SR806DX20F05,19,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8026,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4F,NAGBJ0D40,B1JKWN,A,2022-02-25 04:04:35,SR806DX20F05,18,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8031,3,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4G,NAGBJ0D40,B1JKWO,A,2022-02-25 04:04:35,SR806DX20F05,17,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8037,4,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4H,NAGBJ0D40,B1JKWP,A,2022-02-25 04:04:35,SR806DX20F05,7,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8031,13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4I,NAGBJ0D40,B1JKWQ,A,2022-02-25 04:04:35,SR806DX20F05,3,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8046,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4J,NAGBJ0D40,B1JKWR,A,2022-02-25 04:04:35,SR806DX20F05,16,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,7996,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4K,NAGBJ0D40,B1JKWS,A,2022-02-25 04:04:35,SR806DX20F05,11,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8033,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4L,NAGBJ0D40,B1JKWT,A,2022-02-25 04:04:35,SR806DX20F05,6,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8041,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0D4M,NAGBJ0D40,B1JKWU,A,2022-02-25 04:04:35,SR806DX20F05,4,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8042,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0951,NBGBG0950,C0NV3H,B,2022-02-25 05:00:14,SX897BH30F03,2,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4091,13,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0952,NBGBG0950,C0NV3I,B,2022-02-25 05:00:14,SX897BH30F03,1,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4135,3,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0953,NBGBG0950,C0NV3J,B,2022-02-25 05:00:14,SX897BH30F03,23,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4142,2,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0954,NBGBG0950,C0NV3K,B,2022-02-25 05:00:14,SX897BH30F03,24,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4179,8,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0955,NBGBG0950,C0NV3L,B,2022-02-25 05:00:14,SX897BH30F03,21,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4145,7,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0956,NBGBG0950,C0NV3M,B,2022-02-25 05:00:14,SX897BH30F03,22,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4184,5,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0957,NBGBG0950,C0NV3N,B,2022-02-25 05:00:14,SX897BH30F03,20,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4183,8,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0958,NBGBG0950,C0NV3O,B,2022-02-25 05:00:14,SX897BH30F03,19,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4155,10,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG0959,NBGBG0950,C0NV3P,B,2022-02-25 05:00:14,SX897BH30F03,18,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4150,8,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095A,NBGBG0950,C0NV3Q,B,2022-02-25 05:00:14,SX897BH30F03,14,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4156,5,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095B,NBGBG0950,C0NV3R,B,2022-02-25 05:00:14,SX897BH30F03,13,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4156,4,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095C,NBGBG0950,C0NV3S,B,2022-02-25 05:00:14,SX897BH30F03,9,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4148,4,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095D,NBGBG0950,C0NV3T,B,2022-02-25 05:00:14,SX897BH30F03,7,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4142,6,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095E,NBGBG0950,C0NV3U,B,2022-02-25 05:00:14,SX897BH30F03,4,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4177,3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095F,NBGBG0950,C0NV3V,B,2022-02-25 05:00:14,SX897BH30F03,3,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4117,7,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095G,NBGBG0950,C0NV3W,B,2022-02-25 05:00:14,SX897BH30F03,5,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4131,7,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095H,NBGBG0950,C0NV3X,B,2022-02-25 05:00:14,SX897BH30F03,17,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4139,7,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095I,NBGBG0950,C0NV3Y,B,2022-02-25 05:00:14,SX897BH30F03,16,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4120,17,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095J,NBGBG0950,C0NV3Z,B,2022-02-25 05:00:14,SX897BH30F03,15,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4160,2,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095K,NBGBG0950,C0NV40,B,2022-02-25 05:00:14,SX897BH30F03,12,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4182,3,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095L,NBGBG0950,C0NV41,B,2022-02-25 05:00:14,SX897BH30F03,11,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4149,1,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095M,NBGBG0950,C0NV42,B,2022-02-25 05:00:14,SX897BH30F03,10,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4151,4,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095N,NBGBG0950,C0NV43,B,2022-02-25 05:00:14,SX897BH30F03,8,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4158,3,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGBG095O,NBGBG0950,C0NV44,B,2022-02-25 05:00:14,SX897BH30F03,6,4082,TC-CSP,TC_DPX,외관검사기#8, ,4298,4201,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F71,NAGBJ0F70,B1JKUX,A,2022-02-25 05:54:23,SW742AX40F05,1,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7816,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F72,NAGBJ0F70,B1JKUY,A,2022-02-25 05:54:23,SW742AX40F05,9,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7823,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F73,NAGBJ0F70,B1JKUZ,A,2022-02-25 05:54:23,SW742AX40F05,8,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7828,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F74,NAGBJ0F70,B1JKV0,A,2022-02-25 05:54:23,SW742AX40F05,7,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7825,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F75,NAGBJ0F70,B1JKV1,A,2022-02-25 05:54:23,SW742AX40F05,6,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7817,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F76,NAGBJ0F70,B1JKV2,A,2022-02-25 05:54:23,SW742AX40F05,5,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7830,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F77,NAGBJ0F70,B1JKV3,A,2022-02-25 05:54:23,SW742AX40F05,4,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7821,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F78,NAGBJ0F70,B1JKV4,A,2022-02-25 05:54:23,SW742AX40F05,3,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7815,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F79,NAGBJ0F70,B1JKV5,A,2022-02-25 05:54:23,SW742AX40F05,2,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7831,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7A,NAGBJ0F70,B1JKV6,A,2022-02-25 05:54:23,SW742AX40F05,10,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7795,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7B,NAGBJ0F70,B1JKV7,A,2022-02-25 05:54:23,SW742AX40F05,24,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7836,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7C,NAGBJ0F70,B1JKV8,A,2022-02-25 05:54:23,SW742AX40F05,23,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7823,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7D,NAGBJ0F70,B1JKV9,A,2022-02-25 05:54:23,SW742AX40F05,22,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7830,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7E,NAGBJ0F70,B1JKVA,A,2022-02-25 05:54:23,SW742AX40F05,21,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7822,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7F,NAGBJ0F70,B1JKVB,A,2022-02-25 05:54:23,SW742AX40F05,20,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7826,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7G,NAGBJ0F70,B1JKVC,A,2022-02-25 05:54:23,SW742AX40F05,19,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7811,7,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7H,NAGBJ0F70,B1JKVD,A,2022-02-25 05:54:23,SW742AX40F05,18,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7830,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7I,NAGBJ0F70,B1JKVE,A,2022-02-25 05:54:23,SW742AX40F05,17,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7827,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7J,NAGBJ0F70,B1JKVF,A,2022-02-25 05:54:23,SW742AX40F05,16,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7826,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7K,NAGBJ0F70,B1JKVG,A,2022-02-25 05:54:23,SW742AX40F05,15,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7818,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7L,NAGBJ0F70,B1JKVH,A,2022-02-25 05:54:23,SW742AX40F05,14,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7820,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7M,NAGBJ0F70,B1JKVI,A,2022-02-25 05:54:23,SW742AX40F05,13,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7813,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7N,NAGBJ0F70,B1JKVJ,A,2022-02-25 05:54:23,SW742AX40F05,12,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7818,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0F7O,NAGBJ0F70,B1JKVK,A,2022-02-25 05:54:23,SW742AX40F05,11,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7828,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0G21,NAGBJ0G20,A1DF94,A,2022-02-25 07:56:15,SW742AX40F05,13,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7831,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0G22,NAGBJ0G20,A1DF95,A,2022-02-25 07:56:15,SW742AX40F05,12,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7841,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0G23,NAGBJ0G20,A1DF96,A,2022-02-25 07:56:15,SW742AX40F05,11,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7814,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0G24,NAGBJ0G20,A1DF97,A,2022-02-25 07:56:15,SW742AX40F05,10,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7822,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGBJ0G25,NAGBJ0G20,A1DF98,A,2022-02-25 07:56:15,SW742AX40F05,24,6757,TC-WLP,TC_MOLD,외관검사기#8, ,7860,7813,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
